0.23 	9.92 	6.07 	12.32 	24.53 	4.66 
0.11 	9.28 	3.52 	11.21 	23.43 	4.78 
0.19 	9.57 	11.89 	11.58 	22.39 	4.74 
0.22 	10.03 	16.79 	12.95 	22.55 	5.05 
0.10 	8.41 	15.20 	13.09 	22.15 	3.94 
0.21 	9.29 	13.02 	12.83 	19.64 	3.69 
0.19 	10.15 	2.95 	11.46 	19.14 	2.45 
0.27 	9.96 	12.12 	11.08 	18.73 	1.80 
0.20 	9.52 	5.69 	9.43 	17.48 	1.60 
0.18 	9.05 	8.90 	8.72 	17.48 	1.59 
0.18 	8.12 	-8.47 	9.15 	16.64 	1.70 
0.14 	9.00 	8.21 	7.98 	15.87 	1.34 
0.15 	8.19 	5.75 	6.22 	15.79 	0.96 
0.29 	9.25 	15.23 	7.73 	15.19 	0.42 
0.42 	8.60 	7.60 	6.32 	14.93 	0.30 
0.15 	6.64 	8.12 	1.76 	15.96 	-0.01 
0.24 	8.50 	5.66 	4.64 	16.06 	0.41 
0.31 	6.10 	3.46 	8.79 	15.44 	0.18 
0.17 	5.98 	6.37 	6.51 	14.32 	0.45 
0.18 	6.29 	10.70 	7.77 	13.63 	-0.29 
0.80 	7.01 	10.88 	8.46 	14.41 	-1.02 
0.53 	7.13 	5.89 	9.26 	13.10 	-1.39 
0.33 	7.25 	34.18 	10.26 	14.41 	-1.62 
0.26 	7.55 	21.47 	11.11 	13.98 	-1.63 
0.18 	8.28 	26.23 	9.65 	14.84 	-1.15 
0.15 	8.30 	20.27 	8.40 	15.10 	-1.39 
0.27 	8.89 	29.68 	9.30 	15.44 	-1.65 
0.33 	9.12 	2.03 	10.51 	14.24 	-1.56 
0.23 	10.12 	14.26 	8.55 	13.45 	-1.67 
0.23 	6.39 	26.11 	7.28 	16.55 	-1.95 
0.43 	7.76 	20.20 	7.48 	16.38 	-1.91 
0.42 	7.77 	10.08 	6.53 	16.47 	-1.49 
0.74 	7.08 	11.38 	5.38 	15.87 	-1.24 
0.53 	7.56 	5.80 	6.50 	16.30 	-1.53 
0.33 	7.63 	4.14 	5.88 	14.58 	-1.59 
0.34 	7.41 	0.25 	5.78 	14.84 	-1.60 
0.32 	6.88 	-5.85 	7.25 	14.24 	-1.19 
0.38 	6.29 	-1.04 	7.38 	13.54 	-0.33 
0.31 	6.88 	3.11 	8.15 	13.10 	-0.55 
0.41 	6.94 	14.11 	8.98 	13.71 	-0.38 
0.27 	6.27 	7.57 	8.77 	13.39 	0.48 
0.21 	9.78 	0.02 	9.05 	12.67 	1.28 
0.28 	7.58 	3.94 	7.70 	12.56 	1.51 
0.21 	8.31 	3.83 	7.31 	13.51 	1.88 
0.31 	9.04 	3.05 	8.41 	13.11 	2.09 
0.33 	8.45 	11.54 	6.35 	13.44 	2.56 
0.34 	8.81 	7.56 	5.94 	14.45 	3.00 
0.19 	8.66 	6.20 	6.47 	13.82 	2.56 
0.28 	7.90 	14.54 	6.50 	14.21 	2.13 
0.18 	8.03 	9.07 	7.44 	13.28 	1.64 
0.16 	7.31 	1.86 	6.13 	14.11 	2.47 
0.18 	7.76 	3.68 	6.78 	13.09 	2.79 
0.26 	8.27 	5.56 	6.83 	14.12 	2.72 
0.31 	8.49 	6.76 	6.92 	14.15 	2.94 
0.26 	8.69 	3.59 	6.47 	13.83 	2.80 
0.40 	8.27 	12.67 	7.26 	13.05 	2.38 
0.33 	8.04 	12.35 	7.82 	13.52 	2.24 
0.29 	8.00 	10.60 	7.46 	13.34 	2.11 
0.31 	7.31 	11.17 	7.08 	12.68 	2.19 
0.22 	7.48 	14.24 	6.92 	12.76 	2.23 
0.77 	8.32 	10.23 	7.40 	12.71 	1.42 
0.66 	7.87 	11.79 	7.78 	12.10 	1.48 
0.36 	7.45 	8.81 	8.81 	12.39 	1.12 
0.39 	7.97 	19.12 	9.77 	13.47 	0.89 
0.34 	8.14 	15.72 	9.03 	12.21 	0.32 
0.37 	7.66 	12.30 	8.00 	12.26 	0.09 
0.28 	8.09 	19.98 	10.42 	13.44 	0.08 
0.17 	8.33 	20.14 	11.35 	13.19 	0.20 
0.28 	8.65 	16.32 	11.66 	13.09 	0.53 
0.23 	8.14 	14.01 	12.06 	13.70 	0.49 
0.18 	8.97 	16.93 	12.26 	13.47 	0.27 
0.26 	8.98 	18.70 	11.91 	14.39 	0.62 
0.51 	9.72 	20.01 	12.95 	15.27 	1.00 
0.59 	9.75 	20.40 	11.47 	15.67 	1.17 
0.36 	9.88 	18.03 	10.60 	15.33 	1.21 
0.48 	8.40 	11.53 	6.12 	15.51 	1.08 
0.82 	8.76 	18.04 	9.39 	17.66 	1.94 
0.94 	11.70 	26.43 	13.18 	16.66 	1.81 
0.81 	9.46 	22.70 	10.55 	17.01 	2.43 
0.89 	8.61 	18.89 	8.65 	17.55 	2.41 
0.47 	7.30 	26.96 	3.89 	18.37 	2.03 
0.45 	9.86 	26.25 	9.88 	18.91 	2.08 
0.39 	9.82 	25.59 	10.70 	18.81 	2.38 
0.40 	9.72 	22.97 	10.70 	19.52 	2.60 
0.30 	9.42 	21.31 	10.24 	18.79 	2.68 
0.35 	9.92 	22.75 	10.58 	19.04 	2.61 
0.29 	9.93 	23.01 	10.00 	18.54 	3.51 
0.47 	10.20 	21.60 	10.20 	17.88 	4.12 
0.36 	9.58 	34.33 	9.48 	16.67 	4.40 
0.39 	8.74 	47.47 	8.28 	17.76 	4.71 
0.32 	10.30 	28.75 	9.36 	17.49 	5.15 
0.45 	10.91 	26.80 	9.77 	17.50 	6.08 
0.42 	11.49 	20.00 	13.40 	16.12 	6.59 
0.45 	9.41 	24.74 	8.33 	14.97 	7.17 
0.31 	9.89 	25.85 	8.60 	14.22 	7.23 
0.26 	9.96 	25.40 	9.31 	12.78 	7.48 
0.42 	8.76 	25.34 	8.12 	13.05 	8.27 
0.33 	8.18 	25.10 	8.48 	12.62 	8.49 
0.36 	8.44 	24.66 	11.75 	13.13 	7.71 
0.41 	10.11 	17.58 	16.84 	13.65 	6.88 
0.45 	9.87 	15.55 	16.65 	13.22 	5.58 
0.63 	10.56 	12.44 	14.99 	13.02 	5.50 
0.53 	10.16 	15.60 	14.54 	13.13 	4.83 
0.36 	10.35 	16.19 	15.41 	13.19 	4.43 
0.41 	10.50 	20.14 	16.87 	13.67 	4.27 
0.39 	9.68 	17.52 	15.56 	14.56 	3.74 
0.72 	9.99 	17.86 	14.78 	15.10 	3.64 
0.39 	10.55 	21.23 	13.78 	15.99 	3.36 
0.50 	11.51 	22.49 	13.86 	16.48 	2.79 
0.25 	12.22 	21.82 	13.64 	16.54 	2.69 
0.39 	12.54 	23.25 	10.88 	16.81 	2.53 
0.21 	11.30 	29.22 	5.32 	16.19 	2.98 
0.63 	9.98 	20.07 	7.27 	17.57 	3.52 
0.47 	12.63 	11.18 	9.65 	17.24 	3.53 
0.53 	12.35 	21.16 	9.51 	17.19 	3.24 
0.54 	11.79 	20.80 	9.14 	17.33 	3.23 
0.57 	12.35 	21.49 	9.20 	17.44 	3.43 
0.54 	13.04 	20.36 	8.90 	16.92 	3.75 
0.74 	12.22 	17.94 	8.97 	16.89 	3.57 
0.47 	11.56 	14.23 	8.87 	16.50 	3.74 
0.49 	11.71 	15.05 	9.06 	15.55 	3.95 
1.09 	11.87 	11.54 	9.26 	15.77 	3.88 
0.43 	12.02 	15.84 	9.04 	15.53 	4.48 
0.41 	12.10 	19.84 	9.01 	15.65 	5.59 
0.36 	14.91 	15.45 	7.94 	14.66 	6.24 
0.50 	11.17 	10.53 	7.15 	16.36 	6.63 
0.41 	13.11 	14.56 	7.28 	15.93 	7.03 
0.33 	13.44 	15.41 	7.54 	15.81 	6.75 
0.32 	13.53 	14.76 	7.42 	15.48 	6.81 
0.38 	13.94 	14.90 	7.40 	15.75 	7.11 
0.38 	13.53 	14.59 	7.19 	16.96 	7.69 
0.29 	13.48 	15.36 	7.31 	16.63 	8.18 
0.57 	13.50 	13.00 	7.57 	16.93 	8.03 
0.57 	13.29 	18.80 	8.20 	16.95 	8.21 
0.46 	12.71 	15.04 	8.90 	16.93 	8.48 
0.49 	13.10 	14.95 	11.20 	15.46 	8.02 
0.35 	11.23 	14.31 	10.88 	17.34 	7.94 
0.29 	11.24 	12.25 	10.05 	16.11 	8.49 
0.34 	10.67 	13.63 	10.74 	15.09 	8.77 
0.29 	10.18 	12.05 	10.64 	15.65 	9.24 
0.40 	9.83 	11.07 	10.15 	16.61 	9.07 
0.37 	10.15 	15.55 	11.58 	16.02 	8.83 
0.45 	9.47 	16.47 	12.33 	15.14 	8.38 
0.37 	9.01 	16.03 	12.86 	14.84 	7.66 
0.38 	8.36 	16.73 	13.07 	14.23 	7.52 
0.35 	7.53 	14.81 	12.79 	13.99 	7.05 
0.30 	6.49 	17.75 	14.03 	13.80 	4.91 
0.29 	6.85 	21.66 	14.93 	16.40 	3.04 
0.25 	6.31 	22.88 	14.05 	17.22 	1.43 
0.31 	5.70 	23.16 	13.38 	18.56 	0.01 
0.25 	7.52 	25.97 	14.59 	22.72 	-0.75 
0.59 	7.28 	28.51 	15.01 	23.07 	-1.21 
0.40 	7.76 	31.31 	15.25 	22.90 	-1.42 
0.41 	8.73 	32.15 	15.42 	25.04 	-1.67 
0.39 	9.58 	27.94 	15.77 	25.01 	-1.81 
0.38 	10.05 	28.75 	15.38 	25.10 	-1.43 
0.61 	10.43 	29.77 	15.01 	25.70 	-0.95 
0.43 	11.18 	26.93 	15.50 	25.86 	-0.40 
0.37 	11.82 	21.93 	13.14 	26.04 	1.64 
0.37 	10.81 	22.08 	12.91 	24.44 	3.66 
0.37 	11.81 	19.64 	15.56 	23.19 	4.79 
0.51 	12.83 	16.85 	18.93 	22.74 	5.51 
0.38 	9.98 	16.63 	13.64 	20.29 	5.92 
0.56 	10.89 	14.03 	14.48 	19.45 	6.46 
0.65 	10.46 	13.17 	14.58 	19.05 	6.87 
0.37 	9.39 	16.85 	14.42 	16.94 	6.85 
0.22 	9.11 	13.40 	13.94 	16.22 	7.02 
0.33 	9.65 	12.47 	14.38 	17.57 	7.07 
0.34 	9.36 	12.64 	14.11 	17.36 	7.01 
0.28 	8.84 	12.34 	12.70 	17.65 	7.19 
0.68 	9.17 	19.14 	12.78 	17.77 	7.64 
0.53 	10.13 	15.99 	12.45 	18.00 	7.26 
0.47 	9.27 	19.12 	8.71 	15.87 	7.83 
0.40 	9.81 	21.94 	5.54 	14.59 	7.93 
0.53 	9.88 	18.24 	9.96 	15.38 	8.36 
0.27 	9.79 	21.47 	8.84 	14.27 	8.20 
0.21 	9.69 	18.46 	8.14 	14.04 	8.33 
0.36 	9.18 	4.23 	7.55 	14.71 	8.86 
0.27 	9.24 	15.72 	7.21 	13.67 	9.01 
0.30 	8.88 	18.37 	6.90 	12.72 	8.64 
0.28 	8.88 	15.02 	7.43 	12.26 	8.19 
0.37 	8.65 	19.81 	7.36 	12.12 	7.33 
0.59 	8.50 	14.44 	8.83 	11.97 	5.78 
0.55 	7.86 	5.10 	9.37 	12.76 	5.15 
0.56 	8.13 	11.43 	10.74 	11.68 	4.28 
0.82 	7.44 	17.02 	11.54 	12.25 	3.88 
0.62 	7.76 	15.06 	10.85 	12.60 	3.38 
0.80 	7.39 	13.18 	10.38 	12.03 	3.11 
0.48 	7.47 	15.12 	10.31 	12.38 	2.63 
0.48 	7.48 	19.29 	10.82 	12.79 	1.95 
0.49 	7.56 	17.13 	10.95 	13.05 	1.48 
0.30 	7.07 	15.39 	11.13 	12.63 	1.23 
0.37 	7.44 	19.10 	12.74 	13.80 	1.13 
0.34 	7.54 	16.97 	12.03 	13.22 	1.23 
0.31 	7.85 	16.79 	11.37 	13.01 	1.65 
0.31 	7.72 	19.49 	11.34 	12.95 	2.07 
0.34 	7.54 	16.89 	10.21 	14.77 	2.36 
0.47 	7.37 	14.59 	9.16 	14.12 	2.47 
0.41 	7.78 	16.30 	9.97 	14.56 	2.13 
0.65 	7.40 	15.66 	10.39 	14.90 	1.94 
0.27 	7.38 	15.80 	10.90 	14.66 	1.54 
0.41 	7.27 	17.16 	10.99 	13.09 	1.59 
0.27 	7.44 	16.45 	10.72 	13.53 	1.69 
0.27 	7.72 	16.89 	10.27 	13.75 	2.00 
0.37 	7.83 	15.62 	10.34 	13.25 	2.43 
0.34 	7.43 	13.57 	9.50 	13.35 	2.69 
0.50 	7.08 	13.36 	9.26 	13.30 	2.64 
0.36 	7.51 	17.12 	10.25 	12.74 	2.19 
0.27 	7.04 	14.86 	10.39 	12.43 	1.70 
0.29 	7.78 	13.31 	10.49 	12.51 	1.03 
0.61 	7.00 	13.69 	10.75 	11.38 	0.94 
0.43 	7.47 	14.54 	10.94 	12.40 	0.85 
0.46 	7.19 	14.17 	10.74 	12.62 	1.38 
0.22 	7.43 	14.60 	10.22 	13.73 	1.47 
0.57 	6.94 	12.82 	9.54 	12.66 	1.57 
0.40 	6.68 	10.99 	9.29 	12.08 	1.38 
0.45 	7.43 	10.57 	10.48 	12.15 	0.93 
0.24 	7.04 	11.82 	9.59 	11.82 	0.63 
0.37 	6.80 	11.43 	9.45 	11.61 	0.30 
0.25 	7.19 	14.84 	11.19 	11.48 	0.23 
0.29 	7.58 	13.03 	13.11 	10.23 	-0.26 
0.32 	5.85 	10.86 	13.86 	11.79 	0.21 
0.40 	7.28 	10.27 	13.46 	10.99 	0.42 
0.50 	6.77 	8.62 	12.85 	9.59 	0.55 
0.30 	6.79 	9.21 	13.03 	10.27 	0.40 
0.32 	7.07 	9.58 	13.44 	11.11 	0.29 
0.73 	7.66 	9.45 	15.36 	12.50 	-0.08 
0.44 	7.44 	8.59 	15.72 	12.50 	-0.15 
0.42 	5.18 	7.50 	10.12 	12.34 	-0.43 
0.28 	7.08 	8.98 	16.06 	12.65 	-0.46 
0.49 	7.37 	10.41 	16.25 	12.82 	-0.26 
0.47 	5.62 	10.63 	10.95 	12.52 	-0.22 
0.70 	6.35 	10.07 	10.61 	13.08 	0.21 
0.50 	7.34 	7.58 	10.34 	12.49 	0.37 
0.51 	6.39 	8.05 	9.62 	12.58 	0.62 
0.36 	6.58 	8.19 	9.43 	12.08 	0.73 
0.45 	6.76 	6.16 	9.25 	11.16 	0.74 
0.30 	6.38 	4.16 	9.08 	11.14 	0.86 
0.38 	6.15 	2.82 	7.95 	9.73 	1.23 
0.29 	6.61 	6.05 	7.89 	10.75 	1.32 
0.58 	6.90 	6.10 	8.52 	10.89 	1.87 
0.27 	6.38 	5.61 	6.49 	11.01 	2.11 
0.48 	6.48 	7.71 	6.21 	10.79 	2.83 
0.59 	7.18 	8.44 	7.20 	10.73 	3.60 
0.64 	6.61 	7.12 	5.87 	10.17 	4.47 
0.72 	7.05 	1.16 	5.65 	9.94 	4.30 
0.63 	6.89 	2.47 	6.43 	9.64 	4.31 
1.08 	6.90 	2.04 	6.67 	9.39 	4.03 
0.69 	6.83 	2.04 	6.74 	8.74 	3.86 
0.54 	6.79 	0.84 	6.16 	8.71 	3.90 
0.91 	6.54 	3.40 	5.51 	8.52 	3.97 
1.26 	6.36 	-0.83 	4.60 	8.22 	4.35 
1.22 	6.82 	-0.40 	5.29 	8.60 	4.40 
0.60 	6.37 	-1.75 	4.10 	8.50 	4.39 
0.75 	6.49 	7.10 	4.61 	8.72 	3.99 
0.73 	6.96 	1.44 	5.30 	7.76 	3.80 
0.69 	7.40 	5.75 	3.85 	8.27 	3.75 
0.29 	5.95 	1.88 	1.29 	8.40 	4.07 
0.95 	7.33 	0.16 	1.91 	7.88 	3.62 
1.11 	7.30 	-1.02 	1.50 	8.01 	3.48 
1.52 	6.82 	-2.68 	-0.53 	7.96 	3.54 
1.17 	6.36 	-2.17 	-0.92 	7.67 	3.51 
1.02 	6.53 	1.60 	0.16 	8.16 	3.40 
0.96 	6.31 	1.88 	0.23 	7.89 	3.30 
0.77 	6.01 	0.97 	-0.21 	7.96 	3.39 
1.04 	6.54 	5.12 	-0.36 	7.70 	3.51 
0.67 	6.15 	10.73 	-0.74 	7.68 	3.34 
0.82 	5.75 	-71.61 	0.82 	7.79 	2.49 
0.93 	5.87 	-25.43 	5.85 	8.07 	1.61 
1.07 	7.25 	15.08 	9.20 	7.70 	0.98 
0.77 	5.67 	-3.37 	7.68 	8.25 	1.18 
0.56 	5.82 	-5.14 	6.08 	8.16 	1.49 
1.17 	5.68 	-4.11 	6.48 	8.16 	1.55 
1.29 	5.91 	-3.50 	6.70 	8.16 	1.46 
0.76 	5.58 	-15.23 	5.96 	7.79 	1.48 
1.22 	5.62 	-13.05 	6.31 	7.88 	1.28 
0.73 	5.53 	-12.58 	6.08 	8.07 	1.04 
0.67 	4.93 	-23.98 	5.95 	8.07 	1.00 
0.60 	5.39 	-96.33 	6.19 	7.86 	1.07 
0.60 	6.15 	-37.55 	6.27 	8.34 	1.24 
1.26 	-0.94 	-36.72 	-14.77 	8.08 	1.62 
0.87 	-18.95 	-37.72 	-37.20 	8.43 	1.86 
0.67 	-0.43 	-16.41 	-18.85 	9.62 	0.79 
0.60 	2.32 	-4.93 	-7.30 	10.53 	-0.31 
0.76 	4.01 	1.39 	-2.08 	10.53 	-0.91 
0.77 	4.33 	2.93 	-1.95 	10.53 	-0.40 
0.93 	4.09 	-3.15 	-2.90 	10.17 	0.31 
0.66 	4.89 	-1.96 	-0.97 	9.89 	0.73 
0.86 	5.86 	-2.69 	1.37 	10.35 	0.72 
0.65 	5.96 	-3.05 	1.76 	9.98 	0.27 
0.42 	6.39 	-34.98 	4.10 	10.17 	0.14 
0.59 	5.92 	5.06 	3.60 	9.62 	1.10 
0.77 	11.39 	12.33 	19.03 	8.98 	1.78 
0.72 	27.22 	23.15 	35.01 	9.62 	2.09 
0.84 	11.87 	-7.23 	24.52 	8.98 	3.51 
0.74 	8.76 	-14.11 	12.32 	7.79 	4.55 
0.64 	7.68 	-23.91 	6.86 	7.97 	5.49 
0.73 	6.86 	-28.12 	5.50 	8.25 	5.11 
0.52 	6.18 	-6.89 	3.72 	7.97 	4.69 
0.59 	4.38 	-12.69 	-1.15 	7.88 	4.56 
0.84 	4.22 	-13.35 	-0.31 	7.97 	4.68 
0.76 	4.42 	-1.18 	-0.50 	8.34 	5.94 
0.80 	4.03 	97.70 	-1.19 	8.16 	6.04 
0.86 	3.42 	85.36 	-2.53 	8.62 	4.75 
0.80 	4.37 	26.78 	-0.21 	9.35 	3.76 
1.50 	6.10 	-25.00 	3.40 	8.80 	3.06 
2.47 	1.74 	1.66 	-7.96 	9.26 	2.95 
1.13 	-0.73 	1.78 	-14.49 	9.98 	3.04 
1.01 	0.10 	7.81 	-8.87 	10.53 	2.55 
0.85 	3.03 	9.65 	0.30 	10.80 	2.59 
0.81 	3.29 	1.08 	1.07 	11.33 	2.17 
1.24 	4.40 	7.15 	4.21 	11.51 	1.40 
1.14 	4.01 	8.06 	1.66 	11.42 	0.93 
1.18 	3.52 	4.86 	0.45 	11.15 	-0.34 
1.12 	2.24 	-4.20 	-4.12 	11.69 	-0.54 
0.87 	3.39 	-1.73 	-0.99 	11.15 	-0.17 
0.67 	3.62 	-6.27 	0.12 	11.87 	0.36 
1.49 	3.59 	-2.27 	3.17 	12.13 	0.63 
1.41 	5.04 	-0.97 	8.38 	11.96 	0.17 
1.23 	7.71 	-14.68 	17.41 	11.69 	-0.44 
1.08 	6.72 	-17.02 	12.60 	10.98 	-0.64 
1.06 	4.28 	-12.13 	4.38 	10.71 	-1.04 
0.97 	4.70 	-11.63 	4.71 	10.17 	-1.28 
0.99 	5.10 	-12.04 	5.60 	10.07 	-0.90 
1.09 	4.75 	-10.99 	6.34 	9.80 	-0.79 
1.04 	4.77 	-12.46 	8.18 	9.80 	-0.73 
0.92 	5.64 	-18.60 	11.22 	9.53 	-0.93 
0.70 	4.97 	-22.64 	8.28 	9.26 	-0.79 
0.97 	5.19 	-15.49 	6.56 	8.34 	-1.22 
0.77 	5.08 	-3.58 	5.07 	8.34 	-1.08 
0.88 	4.48 	-6.41 	3.51 	7.97 	-1.09 
1.04 	4.71 	10.83 	2.97 	6.95 	-0.78 
0.93 	4.82 	11.80 	3.85 	6.77 	-0.61 
0.89 	4.54 	8.86 	2.83 	6.02 	-0.59 
